RT @RepublicRecords: Today only 🎯 Visit your local @Target to receive 20% off the #evermorealbumVinyl. Discount applied at register. @taylo…,0,3168,2021-06-03 19:21:20,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@benstafford100 Ahhhh Ben thank you!! Hope you have a great day 🤗🤗🤗🤗,13581,1215,2021-06-03 19:20:51,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"@alltaywell1 You are so sweet to do this, thank you! And thanks for saying that, you guys give me so much to look forward too 😘😘😘😘",22979,2558,2021-06-03 16:26:20,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"@alxaugusthead13 Love the decor, love the support, love the smile 😃 thank you so much !!!!",15639,1780,2021-06-03 16:25:17,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@caitiets13 You’re wonderful!! Thank you Caitie!! *sends virtual hug* 🤗,15580,1855,2021-06-03 16:23:59,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"@_eyesopen13 Good luck, sending all the good vibes your way!!! 🤞",12660,1745,2021-06-03 16:21:19,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@swiftiegrandma All three!!! You’re amazing❣️❣️❣️❣️,11922,1497,2021-06-03 16:20:01,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@swiftieboston Thank you Bobby!!! Love the hoodie too ☺️,13229,1638,2021-06-03 16:19:04,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
Put her on repeat for a good time but if you don’t want to have a good time there’s always champagne problems &amp; every other song on evermore so you can get deep in your deepest feelings. ♥️,135237,14063,2021-06-03 12:05:20,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"You guys went and did the nicest thing this week and broke the record for biggest vinyl sales week.. like ever? NOW WE DAHNCE. The willow (90’s trend remix) is a thank you from me, available today only on my site 🥰  ",257887,37647,2021-06-03 12:05:19,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@kalob_3x89 FANTASTIC PICTURE!! Love seeing you smile like that! Happy Pride Month to you too! 🏳️‍🌈,42409,5556,2021-06-03 00:59:47,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@DanaBrigoli Yayyyy!!!! You’re so awesome! Thank you ❤️,22474,2595,2021-06-03 00:57:49,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"@marjoriesmays @taylornation13 @ameliafrey_ You just put a smile on my face, thank you so much. Love this, marjorie ❣️",23926,2796,2021-06-03 00:50:11,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@whereyouleftmir Love this!!! So glad you like that one! This photo is so precious and joyful 😘,21311,2523,2021-06-03 00:47:53,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"@mikdonalds__ Evermore doubles as a zoom backdrop, pass it on. This pic is so cute!!",22595,2626,2021-06-03 00:43:59,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@angelinajane22 Grinning because tolerate it is being *celebrated* by you ♥️,24668,2902,2021-06-03 00:43:00,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@LoverLondonGirl That’s basically the evermore song storyline! Lonely witch comes inside from the cold and feels cozy! You nailed it,27316,3308,2021-06-03 00:40:43,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@feelsoswifty Happiness over here too ☺️☺️☺️☺️ thanks buddy,23281,2886,2021-06-03 00:33:22,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@ellalovertay CONGRADUATIONS BABIES !!!!!!!!!!!!!,30508,3418,2021-06-03 00:30:15,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"@thisisabbytryin cowboy like me is low key my fav to dramatically sway to, thank you for appreciating that one !!! 🤠",26666,3431,2021-06-03 00:28:02,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@samanthtweets I see what you did there 😸,24918,2770,2021-06-03 00:27:22,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@worshipthisluv_ It’s nice to have a friend 😍,26193,3096,2021-06-03 00:27:03,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
🌈 ,381101,74218,2021-06-01 15:53:09,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"*Clover blooms in the fields/spring breaks loose/the time is near...* EVERMORE ALBUM VINYL IS OUT TODAY!! You can get it at your fav indie record store, Target, Walmart &amp; Amazon ✨ and if you’re feeling even more generous, go ahead and stream it too! That would be cool! ",324247,46426,2021-05-28 12:03:19,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
I got a list of names and yours is in... glittery gel pen with hearts drawn around it 😇 @Maisie_Williams @wiffygriffy @Olivia_Rodrigo ,316787,39601,2021-05-12 20:27:39,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
We meet up every Tuesday night for dinner and a glass of wine 🍷 ,373788,45861,2021-05-11 23:19:22,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"Spinning in my highest heels, luv 
#BRITs ",607717,104597,2021-05-11 19:22:20,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
I wanted to say thank you to you so today I will be addressing a very pressing issue. 🐈🐈‍⬛❓ ,267100,46001,2021-04-16 16:31:45,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
WELL WELL WELL you all really went out and left my greatest expectations in shambles this week.😆 Word on the street is you made Fearless (my version) the biggest country album 1st week of the last 6 years &amp; the top release of 2021 so far. Honestly?? How?? Did I get this lucky??,349683,43331,2021-04-16 16:31:27,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"Said hey to Stephen the other day 

@StephenAtHome 
@colbertlateshow ",191395,24928,2021-04-13 16:34:22,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"RT @pandoramusic: .@taylorswift13 dives into tracks from her newly re-recorded classic, 'Fearless (Taylor's Version),' on Pop Soundbites Mo…",0,3960,2021-04-12 21:29:22,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
RT @youtubemusic: *Cries in Fearless* “Taylor’s Version” is here and now we can relive @taylorswift13’s sophomore album like it’s the first…,0,5135,2021-04-12 21:28:22,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
This is more than perfectly fine 😄 @amazonmusic  ,216967,24210,2021-04-12 21:09:49,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
You can listen to That’s When (feat. @KeithUrban) and You All Over Me (feat. @MarenMorris) on the Today’s Country playlist on @AppleMusic! 💛  ,113583,14792,2021-04-12 20:31:45,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
It was the night things changed. Fearless (Taylor’s Version) is out now:  ,534950,123998,2021-04-09 04:21:02,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"You ok? NO cause I sent my two kids @Olivia_Rodrigo and @conangray my new version of You Belong With Me and THEY ARE SO CUTE IT PHYSICALLY HURTS ME 
((Album out at midnight!)) ",386356,70330,2021-04-08 15:19:09,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"Me in 2020: life is chill, writing songs based in fiction to avoid drama, feeling pretty grown up 

My 2008 music from the vault, in a goblin voice: “REELEEEEEEASE MR PERFECTLY FIIIIIIINE” 

",381802,71281,2021-04-07 13:08:52,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"I’m counting down the minutes til we can all jump into this brave world together, filled with equal parts nostalgia and brand newness. 

Head first, Fearless 💛",170027,19974,2021-04-03 16:02:36,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"I’m really honored that @KeithUrban  is a part of this project, duetting on That’s When and singing harmonies on We Were Happy. I was his opening act during the Fearless album era and his music has inspired me endlessly.",147069,12859,2021-04-03 16:02:36,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"You cracked the codes and guessed all the From The Vault titles. 👏👏👏 Here’s the full track list, my friends. ",443041,89519,2021-04-03 16:02:35,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"The vault door is about to be as unhinged as you’ll think I am after you watch this video.

Level: Expert

Happy decoding! ",261388,42685,2021-04-02 16:01:35,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"You All Over Me (feat. @MarenMorris) (From The Vault) and Love Story (Taylor’s Version) - Elvira Remix are out now because in this house we dance and cry at the SAME TIME 💛😭💃 

 ",257142,52162,2021-03-26 04:10:22,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"@IAMANITABAKER I’m cheering you on in your fight to get back your work, and appreciate your support so much!! Thank you 🙏 💗",24634,3518,2021-03-25 21:17:15,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
You All Over Me is produced by Aaron Dessner and co-written by Scooter Carusoe - can’t wait for you to hear it 💛,144721,13632,2021-03-24 13:07:02,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"One thing I’ve been loving about these From The Vault songs is that they’ve never been heard, so I can experiment, play, and even include some of my favorite artists. I’m really excited to have @MarenMorris singing background vocals on this song!! ☔️",159975,15284,2021-03-24 13:07:02,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
HI. I wanted to let you know that the first “From the Vault” song I’m releasing from Fearless (Taylor’s Version) comes out tomorrow at midnight eastern. It’s called You All Over Me (From The Vault). ,380113,73090,2021-03-24 13:07:01,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
a marvelous time 🥲 ,562960,73152,2021-03-17 15:02:19,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"The fans are the reason we’re floating tonight, and we’ll never forget it. ",543926,103496,2021-03-15 04:05:54,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@DavidArchie I LOVE THIS!!! 🤩🤩🤩,39351,4477,2021-03-05 00:09:52,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"Hey Ginny &amp; Georgia, 2010 called and it wants its lazy, deeply sexist joke back. How about we stop degrading hard working women by defining this horse shit as FuNnY. Also, @netflix after Miss Americana this outfit doesn’t look cute on you 💔 Happy Women’s History Month I guess ",709174,165025,2021-03-01 14:55:16,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
I miss you terribly and can’t wait til we can all safely be at shows together again 💘 ,310158,28096,2021-02-26 23:02:15,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@NBAonTNT @JimmyButler @DwyaneWade 13/10 😺,27070,2627,2021-02-19 18:54:16,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
The mood board for the gasoline remix is just this one photo ,310563,30087,2021-02-19 17:25:15,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"Hey guys so who’s gonna tell 18 year old me that our love story would still be going strong all these years later? 🥺 Thanks for the ways you fill my life with love 24/7, every damn day. Happy Valentines Day 💛 💛",895828,99637,2021-02-14 16:19:47,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
RT @Target: It's time to relive our Love Story. 💕 Pre-order the Target exclusive version of @taylorswift13's CD Fearless (#TaylorsVersion)…,0,4570,2021-02-13 16:44:33,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
My new version of Love Story (Taylor’s Version) is out now  💛💛 Get it instantly when you pre-order Fearless (Taylor’s Version)   ,453974,85101,2021-02-12 05:09:50,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
I’m thrilled to tell you that my new version of Fearless (Taylor’s Version) is done and will be with you soon. It has 26 songs including 6 never before released songs from the vault. Love Story (Taylor’s Version) will be out tonight. Pre-order now at  💛💛 ,709463,187087,2021-02-11 13:17:25,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"In my mind all of the evermore and folklore album ladies are a part of the same universe, so I put them in a playlist together 💛💛  ",247286,25740,2021-02-04 05:18:25,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
the “forever is the sweetest con” chapter is out now 💛💛   ,200647,21047,2021-01-28 05:11:02,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
A new album means new chapters ✨ the “dropped your hand while dancing” chapter is out now:  ,207647,21005,2021-01-21 22:55:57,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"The first is a song about a girl who stayed forever in the exact spot where her heart was broken, completely frozen in time. “it’s time to go” is about listening to your gut when it tells you to leave. How you always know before you know, you know? 🍂",143272,15924,2021-01-08 14:04:04,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
the evermore deluxe album with 2 bonus tracks “right where you left me” and “it’s time to go” is now available!  ,205393,23886,2021-01-08 14:04:04,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"bye 2020, it’s been weird. ",649760,76336,2020-12-31 15:32:18,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
boxing day 📦 ,392060,31819,2020-12-26 19:42:30,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@katyperry THIS IS GENIUS ,76493,7522,2020-12-22 14:46:02,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"My dad watched this interview and said ‘@zanelowe knows you maybe even better than you know yourself’. So while I spend years processing that possibility, here’s the video of our chat!  @AppleMusic ",97035,9272,2020-12-16 15:22:06,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
Ever find yourself waiting for the signal &amp; meeting someone after dark &amp; happening upon a majestic coven in the woods? Me neither but do you want your 🎶 to make you FEEL like that? Then the “willow moonlit witch version” is for you.  ,154004,13672,2020-12-16 01:09:56,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"One of my favorite parts of directing is the prep phase: writing a treatment, a shot list, &amp; working with an animator to storyboard it out ahead of time. Thanks to illustrator Vincent Lucido we check off shots as we go. See before &amp; after the willow video:  ",128994,10992,2020-12-15 19:01:06,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"Witches be like “Sometimes I just want to listen to music while pining away/sulking/staring out a window.” It’s me. I’m witches. Never fear, the “willow lonely witch remix” is here. 🔮  ",190245,18869,2020-12-15 05:32:42,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@rainnwilson ,52414,2307,2020-12-14 21:31:31,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"@AbbyWambach Just saw this and GRINNED!! Tell Tish hi and thanks for remembering my birthday!! You, my friend, are a champion in every way. And Glennon’s writing has been a huge help to me this year, what a luminary she is.🙏 Sending my love to your family!!",19109,1347,2020-12-14 14:23:57,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"@halsey Me reading this tweet, ilysm ",84649,5274,2020-12-14 02:30:46,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"Not to be all ‘iTs mY BiRtHdAY &amp; I jUsT wAnNa DaNcE’ but... it is and I do. So here’s the willow dancing witch version, remixed by Elvira, a bad ass female producer I really respect 💪💃  ",263338,28503,2020-12-13 13:04:51,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"@yelyahwilliams This made my heart race/double in size/turn into a confetti cloud of petals, thank you so much. You’re incredible. And this was so nice to read 🥺🥰",63308,4842,2020-12-11 18:26:58,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"@Mattberninger @aaron_dessner @TheNational Might print that out and hang it on my ‘most charming tweets’ wall. I’m a @TheNational mega fan, I have all the merch, and making music with you is an absolute THRILL. Thanks a million 🎡🎢🎠",18238,1560,2020-12-11 06:20:36,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"Get 2 bonus tracks “right where you left me” + “it’s time to go” on the physical deluxe edition of evermore. There’s also an exclusive, digital booklet that comes with all digital downloads of the album including some super cool WOODSY PICS!  ",147967,16045,2020-12-11 05:15:39,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"life was a willow and it bent right to your wind. The #willowMusicVideo is out now! 

📷: Max Wanger ",206604,31377,2020-12-11 05:13:05,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"I have no idea what will come next. I have no idea about a lot of things these days and so I’ve clung to the one thing that keeps me connected to you all. That thing always has and always will be music. And may it continue, evermore. evermore is out now:  ",443471,65922,2020-12-11 05:09:40,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
The #willowMusicVideo premieres in 1 hour! About to answer some questions in the premiere page chat so follow me there:  ,134418,15319,2020-12-11 04:00:56,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
I’ll see you guys in the YouTube premiere page chat before midnight to answer some questions 🧙‍♀️,113761,7647,2020-12-10 13:13:58,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"...editor Chancler Haynes, set designers Ethan Tobman and Regina Fernandez and visual effects geniuses Grant Miller and David Lebensfeld. Thank you to our medical inspector who made sure every precaution was taken for our safety.",96351,6099,2020-12-10 13:13:57,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"I’m forever grateful to the following creatives who have helped and guided me to be able to direct my own videos: Cinematographer Rodrigo Prieto, producer Jil Hardin, 1st AD Joe ‘Oz’ Osbourne, Co-1st AD Ev Salomon, Exec Producer Rebecca Skinner…",57198,4397,2020-12-10 13:13:57,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"Tonight the story continues, as the music video for “willow” drops at midnight eastern. ",468990,62194,2020-12-10 13:13:57,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"All *digital downloads* of the album will include an exclusive, digital booklet with 16 brand new photos. You can pre-order evermore now at ",102029,7087,2020-12-10 13:10:38,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"There are 15 tracks on the standard edition of evermore, but the deluxe physical edition will include two bonus tracks - “right where you left me” and “it’s time to go” ⌛️",136274,9283,2020-12-10 13:10:37,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"I also know this holiday season will be a lonely one for most of us and if there are any of you out there who turn to music to cope with missing loved ones the way I do, this is for you.",106156,9148,2020-12-10 13:10:37,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"Ever since I was 13, I’ve been excited about turning 31 because it’s my lucky number backwards, which is why I wanted to surprise you with this now. You’ve all been so caring, supportive and thoughtful on my birthdays and so this time I thought I would give you something! ",544338,91518,2020-12-10 13:10:37,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"And I loved creating these songs with Aaron Dessner, Jack Antonoff, WB, and Justin Vernon. We’ve also welcomed some new (and longtime) friends to our musical kitchen table this time around...",139082,9130,2020-12-10 13:04:24,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
I loved the escapism I found in these imaginary/not imaginary tales. I loved the ways you welcomed the dreamscapes and tragedies and epic tales of love lost and found into your lives. So I just kept writing them.,147109,11171,2020-12-10 13:04:23,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"I’ve never done this before. In the past I’ve always treated albums as one-off eras and moved onto planning the next one after an album was released. There was something different with folklore. In making it, I felt less like I was departing and more like I was returning.",137286,10452,2020-12-10 13:04:23,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"To put it plainly, we just couldn’t stop writing songs. To try and put it more poetically, it feels like we were standing on the edge of the folklorian woods and had a choice: to turn and go back or to travel further into the forest of this music. We chose to wander deeper in.",143376,11394,2020-12-10 13:04:23,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"I’m elated to tell you that my 9th studio album, and folklore’s sister record, will be out tonight at midnight eastern. It’s called evermore. 
📷: Beth Garrabrant ",679904,119033,2020-12-10 13:04:22,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
Got to do this shoot with my folklore co-conspirator Beth Garrabrant &amp; talk to @AlexJSuskind for @EW. Thank you to @StellaMcCartney for the lewks. Mr. Horse told me personally he was stoked knowing no animals were harmed in the making of Stella’s clothes🐴  ,149272,20783,2020-12-08 17:34:36,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"@_DionneWarwick I just saw that you tweeted me!! I’m a huge fan and I respect you so much, thank you for wishing me well. I hope you have a wonderful holiday season, thank you for spreading joy 💕🥰🙏",32179,2824,2020-12-06 16:13:22,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@amitoowell131 I’m so happy you liked it. I miss you guys terribly and am gonna keep trying to find ways to keep us connected during these times. I promise. #folkloreOnDisneyPlus,31687,3455,2020-11-26 00:46:34,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"@AshhHuntington @disneyplus @aaron_dessner Thanks, Aaron is one of the most talented people on earth (as well as the most kind) so it felt like a safe place to talk about complex stuff we struggle with. #folkloreOnDisneyPlus",15815,1211,2020-11-26 00:28:59,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"@sheroseslowly Confirmed: the woman was, in fact, mad. 😂 #folkloreOnDisneyPlus",17521,1600,2020-11-26 00:11:19,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"@stateofarabella @taylornation13 ah yes, the FolkGLARE. 😈 #folkloreOnDisneyPlus",13363,1110,2020-11-26 00:09:00,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@adrienchanted Yeah that one scalds. Like why is it so sad?? I remember finishing that bridge and thinking it was like level 7 sad. But. It’s a 13. #folkloreOnDisneyPlus,17567,1566,2020-11-26 00:03:47,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@LydsEpp @taylornation13 It really slipped away into a moment of time didn’t it. ☀️ #folkloreOnDisneyPlus,12065,948,2020-11-25 23:58:42,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@luvyoutosaturn @taylornation13 @cinnamn13 Wowwwwww thank you so much. I’m so glad you like that one. #folkloreOnDisneyPlus,11867,889,2020-11-25 23:57:58,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"@elincomprendid @taylornation13 Yeah, talking to Jack about life is one of my all time favorite hobbies. He’s always curious, always wondering how to keep learning and growing. He’s the best 😆 #folkloreOnDisneyPlus",14005,1204,2020-11-25 23:40:31,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
@thinkzakkIknows @taylornation13 I take that as the highest compliment in existence. 😭😭😭🥺🥺🥺 #folkloreOnDisneyPlus,15054,1288,2020-11-25 23:28:37,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"@tayismyfalsegod @taylornation13 Thank you so much, I’m glad. Folklore is partly personal, partly fictional so I wanted there to be some time for everyone to assign it to their own experiences before I really weighed in about mine. Ya know? #folkloreOnDisneyPlus",19274,2001,2020-11-25 23:23:19,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"RT @disneyplus: “Turned out that everyone needed a good cry as well as us.” - @Taylorswift13 #folkloreOnDisneyPlus 

😭RETWEET😭",0,8189,2020-11-25 23:08:47,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
RT @taylornation13: You’re the 1 we want to watch folklore: the long pond studio sessions with on @DisneyPlus! ✨Come back at 5p CT for our…,0,4247,2020-11-25 16:18:38,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
folklore: the long pond studio sessions (from the Disney+ special) deluxe edition album is out everywhere now!  ,150463,17830,2020-11-25 14:15:41,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"folklore: the long pond studio sessions is out now on @disneyplus! #folkloreOnDisneyPlus

Starring: 
#AaronDessner 
#JackAntonoff
#BonIver

 ",121931,19193,2020-11-25 08:12:00,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
ask us how our days been ,294180,27263,2020-11-25 00:07:39,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
Well it’s 11/24 and 24-11=13 so I’ve got an announcement 🤓 You haven’t seen this film before ✨ folklore: the long pond studio sessions will be out tonight at midnight PST on @DisneyPlus! #folkloreOnDisneyPlus ,286834,55285,2020-11-24 13:15:30,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
not a lot going on at the moment ,457328,45221,2020-11-22 18:15:05,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
Been getting a lot of questions about the recent sale of my old masters. I hope this clears things up. ,411059,68763,2020-11-16 22:55:51,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
"It only took one day to confirm what I had suspected for years: Paul McCartney is the loveliest person alive. Thank you @RollingStone for making this happen. The Musicians on Musicians Issue is out now 🙏 

📷: Mary McCartney ",226011,29633,2020-11-13 13:50:52,"Happy, free, confused and lonely at the same time. Nov. 19th, 2021"
